name,lat,lng,formatted_address,rating,user_ratings_total,latest_reviews,positive_words,negative_words,categories
Madunagala Hot Water Spring,6.253630099999999,80.9817108,Sri Lanka,4.55,1117.0,"['neglected', 'weekends', 'visited', 'tranquil', 'needs', 'bring', 'noticed', 'break', 'setting', 'Overall', 'experience', 'spots', 'surrounding', 'friends', 'waters', 'soaking', 'aquarium', 'park', 'need', 'showers', 'everyone', 'found', 'activity', 'ticket', 'make', 'spent', 'cleanliness', 'improvement', 'Water', 'Sri', 'families', 'animal', 'going', 'Dont', 'enjoying', 'snacks', 'food', 'soothing', 'springs', 'inviting', 'youre', 'pools', 'escape', 'looking', 'heat', 'enjoyed', 'expectations', 'time', 'making', 'hours', 'manage', 'soak', 'amenities', 'place', 'state', 'add', 'Spring', 'facilities', 'warm', 'couple', 'wellmaintained', 'offers', 'feels', 'environment', 'bit', 'Lanka', 'forget', 'splashing', 'picturesque', 'spot', 'hidden', 'gardens', 'improved', 'hope', 'providing', 'loved', 'rejuvenating', 'trip', 'options', 'play', 'prices', 'blast', 'Hot', 'morning', 'mustvisit', 'get', 'clean', 'rest', 'kids', 'improve', 'family', 'go', 'recommend', 'Visiting', 'peaceful', 'week', 'area', 'locals', 'Madunagala', 'surroundings', 'water', 'felt', 'day', 'maintenance', 'use', 'anyone', 'attractions', 'relaxing', 'overcrowded', 'lacking', 'care', 'gem', 'tourist', 'visit', 'nature', 'areas', 'relax', 'attention', 'shame', 'limited']",32,6,hot springs
Maha Oya Hot Water Springs,7.5521810999999985,81.35304090000002,Maha Oya Hot Water Springs Sri Lanka,4.3,180.0,"['neglected', 'weekends', 'visited', 'fascinating', 'created', 'ambiance', 'quieter', 'children', 'getaway', 'Overall', 'experience', 'spots', 'price', 'fun', 'surrounding', 'friends', 'vendors', 'washroom', 'rooms', 'wells', 'found', 'ticket', 'hopping', 'Water', 'dampened', 'worth', 'Maha', 'snacks', 'soothing', 'springs', 'selling', 'feeling', 'heat', 'enjoyed', 'place', 'facilities', 'rejuvenated', 'didnt', 'couple', 'offers', 'bathing', 'bit', 'ruin', 'see', 'feelings', 'Highly', 'splashing', 'spot', 'hidden', 'changing', 'drinks', 'season', 'loved', 'enjoy', 'exploring', 'blast', 'Hot', 'get', 'kids', 'family', 'recommend', 'surroundings', 'interesting', 'water', 'felt', 'day', 'maintenance', 'use', 'appreciated', 'relaxing', 'made', 'Oya', 'gem', 'visit', 'nature', 'Springs', 'sight', 'areas', 'crowded', 'left', 'bubbling', 'trip']",35,1,hot springs
Marakolliya Beach,6.0422218,80.823073,Kapuhenwala Road Sri Lanka,4.3,180.0,"['bit', 'lack', 'visited', 'see', 'breathtaking', 'stunning', 'times', 'family', 'shore', 'challenging', 'holiday', 'Whale', 'splashing', 'day', 'food', 'spot', 'hidden', 'whales', 'highlight', 'rides', 'wellmaintained', 'afternoon', 'experience', 'waves', 'fun', 'beach', 'serene', 'made', 'sea', 'friends', 'moment', 'loved', 'waters', 'sand', 'surfing', 'Watching', 'gem', 'perfect', 'watching', 'Marakolliya', 'enjoyed', 'time', 'visit', 'managed', 'sunsets', 'blast', 'Id', 'amenities', 'views', 'catching', 'hoped', 'beginners', 'went', 'Beach', 'crowded', 'return', 'get', 'didnt', 'kids', 'stalls', 'trip', 'wait', 'recommend']",27,5,"whale watching, beach visits, surfing"
Maritime Museum,6.028025,80.2180559,Galle  Sri Lanka,4.3,1022.0,"['history', 'fascinating', 'ambiance', 'exhibits', 'enthralled', 'adventures', 'Overall', 'afternoon', 'experience', 'presents', 'found', 'shipwrecks', 'Maritime', 'maritime', 'Museum', 'fee', 'charm', 'visiting', 'staff', 'Sri', 'fascinated', 'decision', 'Galles', 'pirate', 'fishing', 'look', 'size', 'museum', 'heat', 'enjoyed', 'captivating', 'remains', 'boards', 'place', 'trade', 'seafaring', 'impact', 'artifacts', 'detailing', 'building', 'regions', 'bit', 'pleasant', 'Lanka', 'blend', 'stories', 'showcasing', 'hidden', 'enthusiasts', 'sea', 'recommendation', 'glimpse', 'exploring', 'models', 'truly', 'showcases', 'displays', 'kids', 'family', 'recommend', 'Visiting', 'lack', 'times', 'islands', 'day', 'maintenance', 'use', 'ones', 'Fort', 'Galle', 'anyone', 'appreciated', 'stop', 'made', 'gem', 'visit', 'culture', 'wellcurated', 'lot', 'learned', 'ventilation', 'adds']",24,2,"history tours, museum visits"
Martin Wickramasinghe Folk Museum,5.989937,80.328019,Koggala Sri Lanka,4.8,1140.0,"['history', 'fascinating', 'Wickramasinghe', 'Martin', 'ambiance', 'exhibits', 'children', 'Lankan', 'highlight', 'shouldnt', 'Overall', 'experience', 'price', 'put', 'friends', 'preserved', 'found', 'finished', 'intriguing', 'Museum', 'arts', 'Koggala', 'staff', 'information', 'Sri', 'expected', 'provided', 'English', 'downside', 'museum', 'charming', 'time', 'enjoyed', 'Folk', 'captivating', 'traditions', 'enriching', 'place', 'benefit', 'engage', 'life', 'couple', 'effort', 'bit', 'Lanka', 'showcasing', 'contributions', 'loved', 'learn', 'visitors', 'exploring', 'activities', 'displays', 'kids', 'family', 'Visiting', 'peaceful', 'puppet', 'interesting', 'felt', 'steeped', 'Wickramasinghes', 'heritage', 'anyone', 'appreciated', 'crafts', 'Lankas', 'visit', 'took', 'missed', 'culture', 'literature', 'house', 'areas', 'section', 'puppetry', 'trip']",19,9,"history tours, museum visits, cultural experiences, arts and culture"
Meemure,7.432645299999999,80.8460822,Meemure Sri Lanka,3.0749999999999984,1.0,"['came', 'bit', 'lack', 'cleanliness', 'signage', 'seemed', 'visited', 'needs', 'expected', 'area', 'stunning', 'feelings', 'hikers', 'trails', 'challenging', 'camping', 'issues', 'felt', 'hiking', 'day', 'maintenance', 'spot', 'disrupted', 'Camping', 'set', 'underwhelming', 'experience', 'fun', 'maps', 'made', 'put', 'tent', 'lacking', 'kids', 'lost', 'visitors', 'scenery', 'wouldnt', 'vibe', 'looking', 'adventure', 'hoping', 'nature', 'making', 'struggled', 'stay', 'fell', 'effort', 'faced', 'found', 'exploration', 'place', 'views', 'anticipated', 'better', 'frustrating', 'staying', 'facilities', 'wellmarked', 'organized', 'get', 'couple', 'Meemure', 'okay', 'improvement', 'trip', 'family', 'recommend']",23,4,"hiking, camping, outdoor adventures"
Mihintale,8.35,80.5,Mihintale Sri Lanka,4.8,390.0,"['weekends', 'history', 'site', 'stunning', 'mobility', 'ambiance', 'Mihintale', 'children', 'Lankan', 'highlight', 'experience', 'surrounding', 'Nevertheless', 'temples', 'participated', 'found', 'Buddhism', 'landscape', 'spent', 'mustsee', 'Sri', 'families', 'expected', 'challenging', 'hand', 'significance', 'Make', 'chance', 'downside', 'scenery', 'paths', 'top', 'architecture', 'hours', 'sunsets', 'place', 'inspiring', 'ancient', 'plenty', 'taking', 'couple', 'wellmaintained', 'tiring', 'bit', 'Lanka', 'immerse', 'offering', 'breathtaking', 'enlightening', 'rewarding', 'loved', 'crowds', 'spirituality', 'learn', 'reviews', 'shoes', 'wandering', 'based', 'climb', 'holidays', 'exploring', 'views', 'aspects', 'ruins', 'ceremony', 'Visiting', 'peaceful', 'destination', 'interesting', 'issues', 'water', 'overwhelming', 'felt', 'day', 'anyone', 'appreciated', 'made', 'took', 'events', 'culture', 'areas', 'wear', 'trek', 'aweinspiring', 'adds', 'trip']",25,5,"historical monuments, history tours, architecture tours, historic sites"
Minneriya National Park,8.0156443,80.84467029999998,Sri Lanka,4.6,1293.0,"['reservoir', 'visited', 'wildlife', 'stunning', 'bring', 'parks', 'variety', 'setting', 'safari', 'elephants', 'landscapes', 'highlight', 'Overall', 'afternoon', 'experience', 'friends', 'driver', 'park', 'adventure', 'roads', 'found', 'interact', 'Park', 'animals', 'sighting', 'visiting', 'staff', 'rule', 'regarding', 'wellorganized', 'compared', 'habitat', 'suggest', 'chance', 'downside', 'ecosystem', 'Minneriya', 'watching', 'heat', 'enjoyed', 'expectations', 'time', 'exit', 'manage', 'place', 'viewing', 'birdlife', 'camera', 'plenty', 'gathered', 'offers', 'wellmaintained', 'see', 'shared', 'strict', 'jeep', 'season', 'crowds', 'exploring', 'avoid', 'options', 'rewarded', 'morning', 'staying', 'Bring', 'mustvisit', 'family', 'recommend', 'gathering', 'lovers', 'water', 'day', 'National', 'tour', 'facts', 'designated', 'made', 'encounters', 'visit', 'photography', 'areas', 'crowded', 'views', 'limited']",31,2,"wildlife viewing, safaris, bird watching, photography"
Mirissa Beach,5.9447028,80.45916079999998,Mirissa Sri Lanka,4.6,1748.0,"['weekends', 'seafood', 'stunning', 'highlight', 'Overall', 'experience', 'conditions', 'waters', 'sand', 'daunting', 'found', 'make', 'creatures', 'restaurants', 'visiting', 'coast', 'Sri', 'surfers', 'worth', 'tranquility', 'sunset', 'waves', 'youre', 'downside', 'surfing', 'looking', 'perfect', 'watching', 'expectations', 'enjoyed', 'time', 'corals', 'making', 'amazing', 'exceeded', 'place', 'plenty', 'taking', 'offers', 'bit', 'Lanka', 'see', 'consider', 'breathtaking', 'spot', 'crystalclear', 'season', 'loved', 'crowds', 'vibe', 'exploring', 'saw', 'parties', 'options', 'detracts', 'sports', 'dining', 'cafes', 'activities', 'went', 'find', 'beachside', 'memories', 'get', 'kids', 'family', 'recommend', 'beautiful', 'playing', 'destination', 'locals', 'times', 'lounging', 'water', 'day', 'anyone', 'explored', 'relaxing', 'beach', 'beachfront', 'snorkeling', 'Mirissa', 'gem', 'peak', 'combination', 'Lankas', 'crowded', 'relax', 'Beach', 'views', 'heads', 'vibrant']",36,3,"beach visits, beachfront dining, snorkeling, surfing"
Nallur Kandaswamy Devasthanam,9.6743625,80.02982809999997,Jaffna Sri Lanka,4.4,4467.0,"['fascinating', 'stunning', 'worshippers', 'Temple', 'highlight', 'grounds', 'heads', 'experience', 'friends', 'appreciate', 'traffic', 'participated', 'reflection', 'found', 'temple', 'enchanting', 'visiting', 'upgetting', 'information', 'customs', 'challenging', 'significance', 'food', 'seeing', 'remember', 'youre', 'dress', 'essence', 'poojas', 'designs', 'enjoyed', 'Nallur', 'architecture', 'place', 'Devasthanam', 'community', 'captivated', 'Jaffna', 'couple', 'bit', 'days', 'awe', 'code', 'taught', 'serenity', 'treats', 'loved', 'spirituality', 'enjoy', 'visitors', 'soaked', 'wouldnt', 'exploring', 'beauty', 'peace', 'rituals', 'plan', 'mustvisit', 'get', 'kids', 'family', 'Visiting', 'colors', 'rules', 'destination', 'challenge', 'times', 'felt', 'impression', 'ones', 'sense', 'made', 'traveler', 'depth', 'visit', 'radiates', 'mesmerizing', 'sight', 'offered', 'Kandaswamy', 'crowded', 'prepare', 'observing', 'left', 'stalls', 'trip']",28,1,"temple pilgrimages, architecture tours, cultural experiences"
National Gallery of Art,6.9114580000000005,79.860176,Colombo Sri Lanka,4.9,1717.0,"['visited', 'history', 'improvements', 'stunning', 'confusing', 'engaged', 'exhibits', 'variety', 'collections', 'highlight', 'Overall', 'afternoon', 'experience', 'friends', 'appreciate', 'needed', 'seating', 'traffic', 'found', 'placards', 'insights', 'filled', 'artworks', 'sparked', 'staff', 'mustsee', 'Art', 'collection', 'artists', 'guided', 'Nonetheless', 'snacks', 'provided', 'scattered', 'sculpture', 'lighting', 'expectations', 'enjoyed', 'time', 'making', 'hours', 'manage', 'creativity', 'enriching', 'workshops', 'exceeded', 'place', 'share', 'couple', 'wellmaintained', 'bit', 'breathtaking', 'curated', 'caf', 'showcasing', 'sections', 'loved', 'foot', 'discovering', 'wandering', 'gallery', 'exploring', 'artwork', 'activities', 'spend', 'find', 'details', 'engaging', 'way', 'rest', 'kids', 'family', 'Visiting', 'Definitely', 'conversations', 'lovers', 'times', 'kept', 'everything', 'offer', 'day', 'use', 'National', 'installations', 'appreciated', 'made', 'tours', 'gem', 'Gallery', 'visit', 'culture', 'outing', 'pieces', 'areas', 'art', 'section']",30,4,"museum visits, arts and culture"
National Museum Galle,6.0289175,80.21687890000003,Galle  Sri Lanka,4.2,357.0,"['keep', 'history', 'fascinating', 'stunning', 'exhibits', 'experience', 'Dutch', 'found', 'expect', 'dont', 'insights', 'Museum', 'staff', 'colonial', 'Sri', 'descriptions', 'collection', 'concise', 'colonialera', 'set', 'Galles', 'size', 'museum', 'charming', 'enjoyed', 'time', 'expecting', 'architecture', 'example', 'hour', 'makes', 'benefit', 'things', 'China', 'engage', 'schedule', 'done', 'ties', 'artifacts', 'wish', 'offers', 'building', 'regions', 'Lanka', 'showcasing', 'enthusiasts', 'rotate', 'reviews', 'visitors', 'pass', 'glimpse', 'based', 'surprised', 'provide', 'covers', 'period', 'way', 'kids', 'go', 'family', 'Visiting', 'signage', 'area', 'felt', 'day', 'Fort', 'Galle', 'National', 'appreciated', 'stop', 'gem', 'visit', 'minutes', 'wellcurated', 'offered', 'areas', 'repeat', 'overview']",35,3,"museum visits, history tours, architecture tours"
Negombo,7.205520799999999,79.85125620000002,Negombo Sri Lanka,3.828,1.0,"['trash', 'seemed', 'visited', 'engaged', 'envisioned', 'finding', 'adventures', 'tried', 'experience', 'spots', 'maintained', 'fun', 'friends', 'amidst', 'adventure', 'paddleboarding', 'instructors', 'found', 'disappointing', 'hoped', 'Sri', 'families', 'expected', 'encountered', 'challenging', 'diving', 'atmosphere', 'advertised', 'equipment', 'teaching', 'fishing', 'chore', 'chaos', 'moment', 'looking', 'expectations', 'enjoyed', 'time', 'expecting', 'Negombo', 'tourists', 'locations', 'life', 'didnt', 'couple', 'marred', 'bit', 'Lanka', 'consider', 'spot', 'chatting', 'group', 'establishments', 'enjoy', 'saw', 'sailing', 'activities', 'bag', 'kayaking', 'kids', 'family', 'Scuba', 'area', 'wasnt', 'destination', 'presence', 'water', 'felt', 'guides', 'use', 'loud', 'places', 'beach', 'visibility', 'lessons', 'hoping', 'took', 'music', 'think', 'lot', 'trip', 'vibrant']",27,7,"paddleboarding, kayaking, sailing, scuba diving, fishing"
Negombo Lagoon,7.1580045,79.84648039999998,Negombo Lagoon Sri Lanka,4.5,268.0,"['wildlife', 'pollution', 'cleaning', 'fascinating', 'stunning', 'safari', 'Overall', 'looked', 'afternoon', 'experience', 'fun', 'friends', 'bird', 'adventure', 'found', 'diverse', 'note', 'swimming', 'monkeys', 'including', 'take', 'enjoying', 'wellorganized', 'snacks', 'birds', 'sunset', 'boat', 'chance', 'downside', 'ecosystem', 'escape', 'litter', 'cruise', 'watching', 'charming', 'enjoyed', 'time', 'Negombo', 'hours', 'place', 'didnt', 'couple', 'feeding', 'hitch', 'see', 'breathtaking', 'shared', 'spot', 'lasted', 'group', 'serenity', 'improved', 'quality', 'refreshing', 'loved', 'solo', 'enjoy', 'blast', 'lagoon', 'Lagoon', 'way', 'species', 'kids', 'guide', 'family', 'recommend', 'lovers', 'area', 'surroundings', 'water', 'day', 'use', 'cleaner', 'tour', 'appreciated', 'facts', 'made', 'ride', 'bringing', 'took', 'outing', 'Id', 'amount', 'mangroves', 'relax', 'spotted', 'detracted', 'views']",29,3,"wildlife viewing, boat safaris, bird watching"
Nelum Pokuna Theatre,6.9108031999999975,79.86344670000003,Colombo  Sri Lanka,4.4,7879.0,"['Nelum', 'stunning', 'ambiance', 'variety', 'Theatre', 'Pokuna', 'Overall', 'experience', 'offerings', 'friends', 'policy', 'concert', 'beverage', 'seating', 'Colombo', 'found', 'selection', 'show', 'cafeteriasome', 'arts', 'improvement', 'Sri', 'caliber', 'snack', 'issue', 'enjoying', 'Nonetheless', 'design', 'food', 'downside', 'making', 'architecture', 'place', 'performances', 'captivated', 'couple', 'bit', 'environment', 'Lanka', 'see', 'night', 'caf', 'showcasing', 'drinks', 'others', 'bottles', 'grandeur', 'quality', 'loved', 'talent', 'evening', 'cafeteria', 'leaving', 'options', 'play', 'sound', 'catching', 'mustvisit', 'welcoming', 'eyecatching', 'craving', 'family', 'recommend', 'Visiting', 'theater', 'attended', 'water', 'performance', 'use', 'disappointed', 'impressed', 'made', 'lacking', 'elevate', 'gem', 'acoustics', 'visit', 'took', 'events', 'frustrating', 'topnotch', 'venue', 'limited']",18,4,theater
Nelung Arts Centre,6.9170317,79.86016629999997,Colombo  Sri Lanka,4.6,127.0,"['stunning', 'ambiance', 'setting', 'experience', 'friends', 'appreciate', 'nice', 'seating', 'show', 'inspired', 'intriguing', 'arts', 'intimate', 'return', 'exhibitions', 'improvement', 'Nonetheless', 'food', 'partner', 'serene', 'display', 'feeling', 'watching', 'provides', 'charming', 'time', 'backdrop', 'enjoyed', 'captivating', 'making', 'architecture', 'hours', 'enriching', 'workshops', 'place', 'engage', 'better', 'performances', 'schedule', 'forms', 'couple', 'Centre', 'allowed', 'checking', 'showcasing', 'spot', 'hidden', 'comfort', 'group', 'enthusiasts', 'loved', 'talent', 'exploring', 'evening', 'options', 'play', 'activities', 'caught', 'spend', 'displays', 'organized', 'kids', 'family', 'recommend', 'Visiting', 'theater', 'lovers', 'attended', 'dance', 'felt', 'performance', 'use', 'Arts', 'installations', 'scene', 'visit', 'took', 'events', 'culture', 'wellexecuted', 'offered', 'areas', 'art', 'Nelung', 'left', 'limited']",34,4,"arts and culture, theater, public art installations"
Nilaveli Beach,8.7003072,81.19205000000002,Nilaveli Beach Sri Lanka,4.5,1247.0,"['weekends', 'visited', 'stunning', 'noticed', 'ambiance', 'Islands', 'highlight', 'Overall', 'walks', 'friends', 'waters', 'sun', 'sand', 'vendors', 'found', 'painting', 'swimming', 'make', 'dayMy', 'enjoying', 'allowing', 'kayak', 'Nilaveli', 'snacks', 'undeveloped', 'food', 'Island', 'waves', 'boat', 'serene', 'scenery', 'escape', 'perfect', 'enjoyed', 'time', 'sunsets', 'benefit', 'coconut', 'littered', 'plenty', 'chill', 'taking', 'couple', 'bit', 'ruin', 'breathtaking', 'Pigeon', 'picturesque', 'spot', 'refreshing', 'loved', 'exploring', 'options', 'space', 'beauty', 'get', 'kids', 'family', 'recommend', 'sky', 'colors', 'lovers', 'playing', 'area', 'times', 'locals', 'lounging', 'water', 'maintenance', 'relaxNilaveli', 'decent', 'appreciated', 'relaxing', 'beach', 'gentle', 'snorkeling', 'care', 'renting', 'visit', 'took', 'offered', 'areas', 'Beach', 'trip', 'vibrant']",25,3,"beach visits, snorkeling, kayaking"
Nine Arches Bridge,6.876815099999999,81.0608465,Ella Sri Lanka,3.421999999999999,1.0,"['stunning', 'getting', 'occupying', 'experience', 'timesVisiting', 'fun', 'surrounding', 'appreciate', 'prepared', 'got', 'Arches', 'found', 'photos', 'charm', 'concerning', 'take', 'going', 'wishing', 'issue', 'photo', 'structure', 'concern', 'scenery', 'paths', 'reality', 'time', 'making', 'architecture', 'manage', 'situation', 'place', 'tourists', 'hopes', 'locations', 'bridge', 'okay', 'marred', 'planned', 'bit', 'people', 'overrun', 'spot', 'experienceWe', 'Nine', 'Hiking', 'leave', 'accessibility', 'overrated', 'enjoy', 'wasp', 'op', 'wouldnt', 'shot', 'excited', 'chosen', 'cautiousAs', 'beauty', 'bag', 'arrived', 'find', 'piece', 'family', 'recommend', 'hike', 'Definitely', 'sightseeing', 'wasps', 'swarmed', 'Bridge', 'issues', 'felt', 'relaxing', 'made', 'alarming', 'visit', 'took', 'outing', 'think', 'photography', 'crowded', 'left', 'views', 'trying']",23,2,"historical monuments, architecture tours, sightseeing, photography"
Nuwara Eliya,6.949716599999999,80.7891068,Nuwara Eliya Sri Lanka,3.458999999999997,1.0,"['exciting', 'bit', 'Lanka', 'seemed', 'horse', 'beautiful', 'expected', 'trap', 'stunning', 'family', 'rushed', 'felt', 'guides', 'riding', 'offer', 'tasting', 'rush', 'getaway', 'meNuwara', 'touch', 'decent', 'highlight', 'Eliya', 'adventures', 'Overall', 'golf', 'places', 'afternoon', 'experience', 'course', 'research', 'maintained', 'horseback', 'lacked', 'shows', 'scenery', 'interaction', 'wouldnt', 'tourist', 'flavor', 'enjoyed', 'visit', 'options', 'fell', 'horses', 'offered', 'think', 'Nuwara', 'potential', 'save', 'found', 'lackluster', 'commercialized', 'views', 'informative', 'activities', 'session', 'enthusiasm', 'bag', 'hopes', 'tea', 'recommend', 'crowded', 'overpriced', 'charm', 'limited', 'didnt', 'kids', 'trip', 'Sri', 'Horseback']",23,3,"horseback riding, golfing"
Nuwara Eliya Golf Club,6.971736999999999,80.76573069999998,Nuwara Eliya  Sri Lanka,4.1,1129.0,"['visited', 'stunning', 'setting', 'spectacular', 'Eliya', 'grounds', 'hills', 'nestled', 'experience', 'try', 'fun', 'friends', 'amidst', 'need', 'found', 'enthusiast', 'layout', 'played', 'intriguing', 'staff', 'colonial', 'home', 'improvement', 'Dont', 'greens', 'worth', 'challenging', 'added', 'snacks', 'food', 'quirks', 'balls', 'fairways', 'availability', 'downside', 'caddy', 'Golf', 'scenery', 'inconveniences', 'charming', 'enjoyed', 'time', 'golfing', 'Nuwara', 'place', 'offers', 'bit', 'clubhousethey', 'stepping', 'breathtaking', 'clubhouse', 'guiding', 'forget', 'feel', 'hidden', 'course', 'helpful', 'providing', 'loved', 'solo', 'exploring', 'surprised', 'rangeit', 'beauty', 'kids', 'welcoming', 'family', 'recommend', 'mountain', 'felt', 'holes', 'day', 'maintenance', 'use', 'caddies', 'impressed', 'made', 'traveler', 'condition', 'gem', 'excellent', 'round', 'took', 'areas', 'driving', 'collect', 'Club', 'views', 'golf', 'asset']",28,7,golfing
Pearl Bay,6.737,79.9853,Bandaragama Sri Lanka,4.7,956.0,"['seemed', 'visited', 'Bay', 'wanting', 'variety', 'wheel', 'impressive', 'entertained', 'Overall', 'experience', 'Ferris', 'fun', 'friends', 'Pearl', 'park', 'found', 'lines', 'weekend', 'refuel', 'return', 'staff', 'families', 'choices', 'upgrades', 'something', 'expected', 'themed', 'food', 'sunset', 'youre', 'choice', 'escape', 'charming', 'enjoyed', 'time', 'making', 'hours', 'place', 'done', 'offers', 'amusement', 'bit', 'pleasant', 'breathtaking', 'feelings', 'view', 'spot', 'hope', 'quality', 'loved', 'array', 'options', 'combines', 'blast', 'designed', 'overpriced', 'memories', 'kids', 'family', 'Definitely', 'area', 'couples', 'kept', 'water', 'day', 'maintenance', 'use', 'rides', 'attractions', 'made', 'visit', 'thrilling', 'appealing', 'areas', 'create', 'left', 'stalls', 'vibrant']",40,4,"themed parks, amusement parks"
Pidurangala Rock,7.966388599999997,80.7618379,Sigiriya Sri Lanka,4.9,8133.0,"['hike', 'bit', 'Lanka', 'peaceful', 'visited', 'going', 'beautiful', 'descent', 'expected', 'breathtaking', 'stunning', 'times', 'family', 'dark', 'hikers', 'challenging', 'highlights', 'hiking', 'day', 'children', 'hidden', 'Sigiriya', 'idea', 'sections', 'sunset', 'compared', 'Overall', 'Pidurangala', 'outdoors', 'experience', 'places', 'appreciated', 'love', 'suggest', 'made', 'serenity', 'friends', 'crowds', 'enjoy', 'became', 'shoes', 'paths', 'gem', 'climb', 'adventure', 'youll', 'enjoyed', 'time', 'climbing', 'avoid', 'exploring', 'path', 'Rock', 'got', 'daunting', 'photography', 'Id', 'arriving', 'exhilarating', 'reward', 'requires', 'mix', 'ancient', 'ruins', 'went', 'crowded', 'terrain', 'charm', 'get', 'couple', 'way', 'views', 'heads', 'trip', 'Sri']",41,3,"hiking, outdoor adventures, photography, sightseeing"
Pigeon Island,8.721836999999999,81.204071,Pigeon Island Sri Lanka,4.5,174.0,"['visited', 'wildlife', 'crystal', 'stunning', 'bring', 'quieter', 'coastline', 'getaway', 'Overall', 'afternoon', 'experience', 'spots', 'friends', 'waters', 'soaking', 'adventure', 'mixed', 'instructors', 'got', 'found', 'surprise', 'experiences', 'swimming', 'fee', 'spent', 'mustsee', 'Sri', 'going', 'expected', 'diving', 'snacks', 'food', 'Island', 'teeming', 'beaches', 'scenery', 'enjoyed', 'time', 'hours', 'sunsets', 'place', 'facilities', 'life', 'couple', 'Lanka', 'see', 'breathtaking', 'trails', 'Pigeon', 'island', 'loved', 'pristine', 'thrilled', 'vibe', 'mindful', 'exploring', 'options', 'blast', 'given', 'entry', 'memories', 'get', 'clean', 'kids', 'recommend', 'lack', 'area', 'Snorkeling', 'entrance', 'lounging', 'water', 'felt', 'scuba', 'day', 'maintenance', 'use', 'reefs', 'beach', 'made', 'snorkeling', 'turtles', 'gem', 'visit', 'hoping', 'took', 'offered', 'views', 'trip', 'vibrant']",24,3,"snorkeling, scuba diving, wildlife viewing"
Pinnawala,7.3014952000000015,80.3867417,Rambukkana Sri Lanka,3.315999999999999,1.0,"['bit', 'seemed', 'visited', 'Glad', 'something', 'expected', 'trap', 'area', 'sanctuaries', 'tired', 'felt', 'spot', 'elephants', 'entertained', 'rides', 'Pinnawala', 'seeing', 'seen', 'experience', 'okay', 'lacked', 'fun', 'youre', 'conditions', 'prioritize', 'treatment', 'Ive', 'feeling', 'disorganized', 'recommendI', 'hypeI', 'tell', 'interaction', 'connection', 'vibe', 'tourist', 'sounded', 'reality', 'encounters', 'visit', 'hoping', 'appealing', 'fell', 'tourists', 'welfare', 'hopes', 'disappointing', 'dont', 'went', 'animals', 'elephant', 'overpriced', 'engaging', 'onetime', 'returnWe', 'left', 'get', 'concerning', 'go']",35,6,elephant rides
Pinnawala Elephant Orphanage,7.3008545,80.38885499999998,Rambukkana Sri Lanka,3.6,2989.0,"['seemed', 'visited', 'joy', 'lots', 'heartwarming', 'elephants', 'highlight', 'understand', 'Overall', 'experience', 'costs', 'efforts', 'friends', 'flow', 'Watching', 'Orphanage', 'need', 'experiences', 'photos', 'creatures', 'river', 'animals', 'worthwhile', 'staff', 'information', 'improvement', 'going', 'expected', 'funding', 'staffs', 'relaxed', 'location', 'Pinnawala', 'seeing', 'ticketing', 'bathe', 'wanted', 'watching', 'enjoyed', 'organization', 'dedication', 'managed', 'amazing', 'amenities', 'place', 'benefit', 'engage', 'process', 'facilities', 'taking', 'feeding', 'bathing', 'bit', 'stories', 'picturesque', 'comfort', 'Feeding', 'entertaining', 'theres', 'smiling', 'loved', 'magnificent', 'backgrounds', 'enjoy', 'visitors', 'guidelines', 'Elephant', 'terms', 'follow', 'kids', 'family', 'recommend', 'lovers', 'times', 'enhancement', 'felt', 'day', 'use', 'visitor', 'room', 'moved', 'stop', 'cared', 'made', 'depth', 'conservation', 'tours', 'clearer', 'visit', 'couldnt', 'welfare', 'trip']",34,2,"elephant rides, animal encounters"
Polonnaruwa,7.940338400000001,81.01879840000002,Polonnaruwa Sri Lanka,3.068999999999998,1.0,"['neglected', 'history', 'fascinating', 'ambiance', 'authenticity', 'opportunity', 'Polonnaruwa', 'found', 'excitement', 'experiences', 'temple', 'dont', 'vibrancy', 'hoped', 'arts', 'buffs', 'expected', 'pilgrimages', 'set', 'scattered', 'ceremonies', 'serene', 'seem', 'looking', 'expectations', 'enjoyed', 'captivating', 'time', 'engage', 'hopes', 'ancient', 'didnt', 'couple', 'okay', 'feels', 'bit', 'monuments', 'sites', 'retreats', 'rush', 'spot', 'festivals', 'cultureOur', 'crowds', 'wouldnt', 'connection', 'activities', 'bag', 'ruins', 'went', 'engaging', 'organized', 'kids', 'family', 'peaceful', 'area', 'trap', 'wasnt', 'felt', 'maintenance', 'installations', 'lacked', 'crafts', 'lacking', 'scene', 'tourist', 'desired', 'missed', 'culture', 'realizedI', 'art', 'highVisiting', 'left', 'detracted', 'stalls', 'trip', 'limited']",19,6,"historical monuments, temple pilgrimages, history tours, cultural experiences, architecture tours, historic sites, arts and culture"
